"volume","chapter","japanese_title","romanized_title","viz_title","pages","release_date","anime"
"61",596,"SPECTRUM","Supekutoru","Spectrum",19,2010-08-23,"Episode 514 (p. 2-5, 12-15)Episode 515 (p. 6-11, 16-19)"
"61",597,"3D2Y","Surī-Dī Tsū-Wai","3D2Y",19,2010-08-30,"Episode 515 (p. 2-7)Episode 516 (p. 8-19)"
"61",598,"2年後","Ninen-go","Two Years Later",24,2010-10-04,"Episode 517 (p. 1-3, 6-16, 19, 23-24)Episode 518 (p. 17-18, 20-22)"
"61",599,"九人の海賊","Kyūnin no Kaizoku","Nine Pirates",19,2010-10-09,"Episode 518 (p. 2-7, 16-19)Episode 519 (p. 8-15)"
"61",600,"再出発の島","Saishuppatsu no Shima","Island of New Beginnings",19,2010-10-18,"Episode 519 (p. 2-7)Episode 520 (p. 8-19)"
"61",601,"ROMANCE DAWN for the new world —新しい世界への冒険の夜明け—","Romansu Dōn fō za nyū wārudo: Atarashii Sekai e no Bōken no Yoake","Romance Dawn For The New World",19,2010-10-25,"Episode 521 (p. 2-19)"
"61",602,"下舵いっぱい!!","Shimokaji Ippai!!","Downward Ho!",17,2010-11-01,"Episode 522 (p. 2-17)"
"61",603,"心に留めておけ","Kokoro ni Tometeoke","Keep That In Mind",17,2010-11-08,"Episode 523 (p. 2-17)"
"62",604,"深層へ","Shinsō e","To The Deep Sea",19,2010-11-15,"Episode 523 (p. 3-5)Episode 524 (p. 6-13, 15-19)"
"62",605,"クラーケンと海賊","Kurāken to Kaizoku","The Kraken and the Pirates",19,2010-11-29,"Episode 524 (p. 2-11)Episode 525 (p. 7, 11-19)"
"62",606,"深海の冒険","Shinkai no Bōken","Deep Sea Adventure",17,2010-12-06,"Episode 525 (p. 2-12)Episode 526 (p. 12-17)"
"62",607,"海底1万m","Kaitei Ichiman Mētoru","30,000 Feet Under the Sea",17,2010-12-13,"Episode 526 (p. 2-15)Episode 527 (p. 14-17)"
"62",608,"海底の楽園","Kaitei no Rakuen","Underwater Paradise",17,2010-12-20,"Episode 527 (p. 2-17)"
"62",609,"魚人島の冒険","Gyojintō no Bōken","Adventure On Fish-Man Island",19,2011-01-04,"Hands Up! (p. 1-2)Episode 528 (p. 3-19)"
"62",610,"占い師マダム・シャーリー","Uranaishi Madamu Shārī","Madam Sharley, Fortune-Teller",15,2011-01-17,"Episode 529 (p. 2-15)"
"62",611,"ホーディ・ジョーンズ","Hōdi Jōnzu","Hody Jones",17,2011-01-24,"Episode 530 (p. 2-17)"
"62",612,"助けたサメに連れられて","Tasuketa Same ni Tsurerarete","Taken by the Shark They Saved",19,2011-01-31,"Hands Up! (p. 1-2)Episode 531 (p. 3-19)"
"62",613,"硬殻塔の人魚姫","Kōkakutō no Ningyo Hime","Mermaid Princess of Shell Tower",17,2011-02-07,"Episode 532 (p. 2-17)"
"62",614,"やっちまったモンはしょうがねはしょうがねェ","Yatchimatta Mon wa Shōganē","Too Late Now",17,2011-02-14,"Episode 533 (p. 2-9, 11-17)Episode 534 (p. 10)"
"63",615,"マトマトの呪い","Mato Mato no Noroi","Mark-Mark Curse",17,2011-02-21,"Episode 534 (p. 2-17)"
"63",616,"復讐の記念日","Fukushū no Kinenbi","Anniversary for Revenge",17,2011-02-28,"Episode 535 (p. 2-17)"
"63",617,"サンゴヶ丘で大事件","Sangogaoka de Daijiken","Incident at Coral Hill",17,2011-03-14,"Episode 536 (p. 2-17)"
"63",618,"プロポーズ","Puropōzu","Proposal",19,2011-03-19,"Episode 537 (p. 3-19)"
"63",619,"海の森にて","Umi no Mori nite","At the Forest of the Sea",17,2011-04-04,"Episode 538 (p. 2-17)"
"63",620,"憧れの遊園地","Akogare no Yūenchi","The Wonderful Amusement Park",17,2011-04-11,"Episode 539 (p. 2-16)Episode 541 (p. 17)"
"63",621,"オトヒメとタイガー","Otohime to Taigā","Otohime and Tiger",17,2011-04-18,"Episode 540 (p. 2-16)Episode 541 (p. 17)"
"63",622,"タイヨウの海賊団","Taiyō no Kaizoku-dan","The Sun Pirates",19,2011-04-25,"Hands Up! (p. 1-2)Episode 540 (p. 3-4)Episode 541 (p. 5-19)"
"63",623,"海賊フィッシャー・タイガー","Kaizoku Fisshā Taigā","Fisher Tiger the Pirate",19,2011-05-09,"Episode 543 (p. 2-18)Episode 544 (p. 19)"
"63",624,"オトヒメ王妃","Otohime Ōhi","Queen Otohime",17,2011-05-16,"Episode 544 (p. 2-16)Episode 545 (p. 17)"
"63",625,"受け継がない意志","Uketsuganai Ishi","Uninherited Will",19,2011-05-23,"Episode 545 (p. 2-18)Episode 546 (p. 18-19)"
"63",626,"ネプチューン3兄弟","Nepuchūn San Kyōdai","Neptune Brothers",19,2011-05-30,"Episode 546 (p. 2-19)"
"64",627,"かたじけない","Katajikenai","Thank You",19,2011-06-06,"Episode 547 (p. 2-19)"
"64",628,"大掃除","Ōsōji","Spring Cleaning",19,2011-06-20,"Episode 548 (p. 3-19)"
"64",629,"立ち塞がる元七武海","Tachifusagaru Moto Shichibukai","Former Warlord in the Way",19,2011-06-27,"Episode 549 (p. 2-14, 18-19)Episode 550 (p. 15-17)"
"64",630,"暴れ出す","Abaredasu","Getting Violent",19,2011-07-04,"Episode 550 (p. 2-19)"
"64",631,"ギョンコルド広場","Gyonkorudo Hiroba","Conchcorde Plaza",19,2011-07-11,"Episode 551 (p. 2-19)"
"64",632,"知ってた","Shitteta","I Knew",19,2011-07-16,"Episode 552 (p. 2-19)"
"64",633,"敵か味方か","Teki ka Mikata ka","Friend or Foe",19,2011-08-01,"Episode 553 (p. 2-19)"
"64",634,"10万VS10","Jūman Bāsasu Jū","100,000 vs. 10",19,2011-08-08,"Episode 554 (p. 3-18)Episode 556 (p. 14, 19)Episode 555 (p. 18-19)"
"64",635,"空を飛ぶ程悍ましい","Sora o Tobu Hodo Ozamashī","So Scared I Ran Up to the Sky",19,2011-08-22,"Episode 555 (p. 2-4, 7-12)Episode 556 (p. 5-6, 12-19)"
"64",636,"未来国からきた将軍","Miraikoku kara Kita Shōgun","General from Futureland",19,2011-08-29,"Episode 556 (p. 2)Episode 557 (p. 3-19)Episode 558 (p. 19)"
"65",637,"古の方舟","Inishie no Hakobune","The Ancient Ark",19,2011-09-05,"Episode 558 (p. 2-19)"
"65",638,"にげほし","Nigehoshi","Escape-Hoshi",19,2011-09-12,"Episode 559 (p. 2-19)"
"65",639,"全部守る","Zenbu Mamoru","Protect Everything",19,2011-09-17,"Episode 560 (p. 2-19)"
"65",640,"魚人島直上","Gyojintō Chokujō","Above Fish-Man Island",19,2011-09-26,"Episode 561 (p. 2-19)"
"65",641,"お前は何だ","Omae wa Nanda","What Are You?",19,2011-10-08,"Episode 562 (p. 2-19)"
"65",642,"面目など丸潰れ","Menmoku nado Marutsubure","Lost All Face",19,2011-10-17,"Episode 563 (p. 4-15)Episode 564 (p. 15-19)"
"65",643,"ファントム","Fantomu","Phantom",19,2011-10-24,"Episode 562 (p. 18)Episode 563 (p. 2-5, 12-19)Episode 565 (p. 6-11)"
"65",644,"ゼロに","Zero ni","To Nothing",19,2011-10-31,"Episode 563 (p. 3)Episode 564 (p. 2-18)Episode 565 (p. 18-19)"
"65",645,"死もまた復讐","Shi mo Mata Fukushū","Death Is Another Form of Revenge",19,2011-11-07,"Episode 565 (p. 2-4, 13-19)Episode 566 (p. 5, 8-13)Episode 567 (p. 5-8)"
"65",646,"カエル","Kaeru","Frog",19,2011-11-21,"Episode 566 (p. 2-19)"
"66",647,"止まれノア","Tomare Noa","Stop, Noah",19,2011-11-28,"Episode 567 (p. 2-19)"
"66",648,"タイヨウへと続く道","Taiyō e to Tsuzuku Michi","The Road Toward the Sun",19,2011-12-05,"Episode 568 (p. 2-19)"
"66",649,"タイやヒラメの舞い踊り","Tai ya Hirame no Maiodori","The Dance of Breams and Plaices",19,2011-12-12,"Episode 569 (p. 2-19)"
"66",650,"知っておくべき2つの変化","Shitteokubeki Futatsu no Henka","Two Changes to Be Aware Of",17,2011-12-19,"Episode 570 (p. 2-17)"
"66",651,"新世界からの声","Shin Sekai kara no Koe","A Voice From the New World",19,2012-01-04,"Episode 571 (p. 3-19)"
"66",652,"前途多難の予感","Zento Tanan no Yokan","A Premonition of Stormy Seas",17,2012-01-16,"Episode 572 (p. 2-17)"
"66",653,"ヒーローの帽子","Hīrō no Bōshi","The Hero Hat",19,2012-01-23,"Episode 573 (p. 2-19)"
"66",654,"GAM（ガム）（小群）","Gamu (Shōgun)","A Gam of Whales",19,2012-01-30,"Episode 574 (p. 2-19)"
"66",655,"パンクハザード","Panku Hazādo","Punk Hazard",19,2012-02-06,"Episode 574 (p. 2)Episode 579 (p. 2-19)Episode 580 (p. 19)"
"66",656,"燃える島の冒険","Moeru Shima no Bōken","Adventure on the Burning Island",19,2012-02-13,"Episode 580 (p. 2-17)Episode 581 (p. 18-19)"
"67",657,"生首","Namakubi","Severed Head",17,2012-02-20,"Episode 581 (p. 2-10)Episode 582 (p. 11-17)"
"67",658,"ビスケットルーム","Bisuketto Rūmu","The Biscuits Room",19,2012-03-05,"Episode 581 (p. 13)Episode 582 (p. 12-19)Episode 583 (p. 2-11)"
"67",659,"胴体の話","Dōtai no Hanashi","About My Torso",19,2012-03-12,"Episode 583 (p. 5-9, 13)Episode 584 (p. 2-4, 10-19)"
"67",660,"〝王下七武海〟トラファルガー・ロー","""Ōka Shichibukai"" Torafarugā Rō","Trafalgar Law, Warlord of the Sea",19,2012-03-19,"Episode 585 (p. 3-19)"
"67",661,"追い剥ぎの出る湖","Oihagi no Deru Mizuumi","Lakeside Bandits",19,2012-03-26,"Episode 586 (p. 2-19)"
"67",662,"七武海ローVS.スモーカー中将","Shichibukai Rō Bāsasu Sumōkā Chūjō","Warlord Law Vs. Vice Admiral Smoker",19,2012-04-02,"Episode 587 (p. 2-19)Episode 588 (p. 19)"
"67",663,"CC","Shī-Shī","CC",19,2012-04-16,"Episode 588 (p. 2-8, 10-19)Episode 587 (p. 9-10)"
"67",664,"M・シーザー・クラウン","Masutā Shīzā Kuraun","Master Caesar Clown",19,2012-04-23,"Episode 589 (p. 3-19)"
"67",665,"CANDY","Kyandi","Candy",17,2012-05-07,"Episode 591 (p. 2-17)"
"67",666,"イエティ COOL BROTHERS","Ieti Kūru Burazāzu","Yeti Cool Brothers",17,2012-05-14,"Episode 592 (p. 2-17)"
"67",667,"COOL FIGHT","Kūru Faito","Cool Fight",19,2012-05-21,"Episode 593 (p. 2-19)"
"68",668,"海賊同盟","Kaizoku Dōmei","Pirate Alliance",19,2012-05-28,"Episode 594 (p. 2-19)"
"68",669,"作戦開始","Sakusen Kaishi","Commence Operation",17,2012-06-04,"Episode 595 (p. 2-17)"
"68",670,"吹雪ときどきSlime","Fubuki Tokidoki Suraimu","Blizzard With a Chance of Slime",17,2012-06-11,"Episode 596 (p. 2-17)"
"68",671,"ガスガスの実","Gasu Gasu no Mi","Gas-Gas Fruit",17,2012-06-18,"Episode 597 (p. 2-17)"
"68",672,"拙者!! 名を錦えもんと申す!!","Sessha!! Na o Kin'emon to Mōsu!!","My Name Is Kin'emon!!",19,2012-07-02,"Episode 597 (p. 6)Episode 598 (p. 2-19)"
"68",673,"ヴェルゴとジョーカー","Verugo to Jōkā","Vergo and Joker",19,2012-07-09,"Episode 599 (p. 2-19)"
"68",674,"傍観者達","Bōkansha-tachi","The Observers",17,2012-07-14,"Episode 600 (p. 2-17)"
"68",675,"その名も「シノクニ」","Sono Na mo 'Shinokuni'","I Call It Land of the Dead",19,2012-07-30,"Episode 601 (p. 2-19)"
"68",676,"完全なる殺戮兵器","Kanzen naru Satsuriku Heiki","The Perfect Weapon of Mass Murder",19,2012-08-06,"Hands Up! (p. 1-2)Episode 602 (p. 3-19)"
"68",677,"COUNTER HAZARD!!","Kauntā Hazādo!!","Counter Hazard!!",19,2012-08-20,"Episode 603 (p. 2-19)"
"68",678,"研究所内A棟ロビー","Kenkyūjō-nai Ē-Tō Robī","Lobby of Laboratory Building A",17,2012-08-27,"Episode 604 (p. 2-17)"
"69",679,"心意気G-5","Kokoroiki Jī-Faibu","The G-5 Spirit",19,2012-09-03,"Episode 604 (p. 2-4)Episode 605 (p. 4-19)"
"69",680,"海軍G-5基地長〝鬼竹のヴェルゴ〟","Kaigun Jī-Faibu Kichichō ""Kichiku no Verugo""","G-5 Commander Vergo the Bamboo Demon",19,2012-09-10,"Episode 606 (p. 2-19)"
"69",681,"ルフィvs.M","Rufi Bāsasu Masutā","Luffy vs. Master",19,2012-09-15,"Episode 607 (p. 2-19)"
"69",682,"黒幕","Kuromaku","Puppet Master",19,2012-09-24,"Episode 608 (p. 2-19)"
"69",683,"氷の様な女","Kōri no yō na On'na","An Icy Woman",19,2012-10-06,"Episode 609 (p. 2-19)"
"69",684,"やめるんだベガパンク","Yamerunda Begapanku","Don't Do It, Vegapunk",19,2012-10-15,"Episode 610 (p. 2-19)"
"69",685,"モモの助、せっしゃの名にござる!!","Momonosuke, Sessha no Na ni Gozaru!!","My Name is Momonosuke",19,2012-10-22,"Episode 611 (p. 3-19)"
"69",686,"ビスケットルームの雪女","Bisuketto Rūmu no Yuki-Onna","The Snow-Woman in the Biscuits Room",19,2012-10-29,"Episode 612 (p. 2-19)"
"69",687,"猛獣","Mōjū","Wild Beast",19,2012-11-05,"Episode 613 (p. 2-19)"
"69",688,"モチャ","Mocha","Mocha",19,2012-11-12,"Episode 614 (p. 2-19)"
"69",689,"ない様である島","Nai Yō de Aru Shima","The Island That's There but Isn't There",19,2012-11-26,"Episode 615 (p. 2-19)"
"69",690,"SAD","Esu-Ē-Dī","S.A.D.",19,2012-12-03,"Episode 616 (p. 2-19)"
"70",691,"死の国の王","Shi no Kuni no Ō","King of the Land of the Dead",21,2012-12-10,"Episode 617 (p. 5-21)"
"70",692,"ドレスローザから来た刺客","Doresurōza kara Kita Shikaku","Assassins from Dressrosa",19,2012-12-17,"Episode 617 (p. 3-6)Episode 618 (p. 6-19)"
"70",693,"死んでくれ","Shinde kure","Die for Me",17,2012-12-22,"Episode 616 (p. 1-2)Episode 619 (p. 3-17)"
"70",694,"最も危険な男","Mottomo Kiken na Otoko","The Most Dangerous Man",17,2013-01-04,"Episode 619 (p. 6, 10-11)Episode 620 (p. 2-17)"
"70",695,"任せろ!!!","Makasero!!!","Leave It to Us!!!",19,2013-01-21,"Episode 621 (p. 2-19)"
"70",696,"利害の一致","Rigai no Itchi","Alignment of Interests",19,2013-01-28,"Episode 622 (p. 2-19)"
"70",697,"取り引き","Torihiki","A Deal",19,2013-02-04,"Episode 623 (p. 2-19)"
"70",698,"ドフラミンゴ現る","Dofuramingo Arawaru","Enter Doflamingo",19,2013-02-09,"Episode 624 (p. 2-14, 18-19)Episode 625 (p. 15-17)"
"70",699,"朝刊","Chōkan","Morning Edition",19,2013-02-25,"Episode 625 (p. 3-14)Episode 626 (p. 14-15)Episode 628 (p. 15-19)"
"70",700,"奴のペース","Yatsu no Pēsu","His Momentum",19,2013-03-04,"Episode 628 (p. 4)Episode 629 (p. 2-19)"
"71",701,"愛と情熱とオモチャの国の冒険","Ai to Jōnetsu to Omocha no Kuni no Bōken","Adventure in the Land of Love, Passion, and Toys",19,2013-03-11,"Episode 630 (p. 2-16)Episode 631 (p. 16-19)"
"71",702,"コリーダコロシアム","Korīda Koroshiamu","Corrida Coliseum",15,2013-03-25,"Episode 631 (p. 2-12, 15)Episode 632 (p. 12-15)"
"71",703,"控室","Hikaeshitsu","Waiting Room",19,2013-04-01,"Episode 632 (p. 3-15)Episode 633 (p. 15-19)"
"71",704,"ルーシーとキュロスの像","Rūshī to Kyurosu no Zō","Lucy and the Statue of Kyros",19,2013-04-08,"Episode 633 (p. 2-10)Episode 634 (p. 10-19)"
"71",705,"追撃のメイナード","Tsuigeki no Meinādo","Maynard the Pursuer",19,2013-04-15,"Episode 634 (p. 2-7)Episode 635 (p. 8-19)"
"71",706,"お前を笑わない","Omae o Warawanai","I Ain't Gonna Laugh at Ya",15,2013-04-22,"Episode 634 (p. 6-7)Episode 635 (p. 2-3, 7-8)Episode 636 (p. 2-5, 9, 12-15)Episode 642 (p. 10)Episode 654 (p. 11)"
"71",707,"Bブロック","Bī Burokku","Block B",17,2013-04-27,"Episode 636 (p. 3-8, 15-17)Episode 637 (p. 9-15)"
"71",708,"曲者達のコロシアム","Kusemono-tachi no Koroshiamu","Coliseum of Scoundrels",15,2013-05-13,"Episode 637 (p. 2-15)"
"71",709,"キング・パンチ!!","Kingu Panchi!!","King Punch!!",19,2013-05-20,"Episode 638 (p. 2-19)"
"71",710,"グリーンビットへ","Gurīn Bitto e","To Greenbit",19,2013-06-10,"Episode 639 (p. 3-13)Episode 640 (p. 13-19)"
"71",711,"小人の国の冒険","Kobito no Kuni no Bōken","Adventure in the Land of the Little People",19,2013-06-17,"Episode 640 (p. 10-14)Episode 641 (p. 2-9, 14-18)Episode 642 (p. 18-19)"
"72",712,"ヴァイオレット","Vaioretto","Violet",19,2013-07-01,"Episode 640 (p. 2-7)Episode 641 (p. 7-9)Episode 642 (p. 10-19)"
"72",713,"ウソランド","Usorando","Usoland",19,2013-07-08,"Episode 643 (p. 2-19)"
"72",714,"ルーシーとウーシー","Rūshī to Ūshī","Lucy and Moocy",19,2013-07-13,"Episode 643 (p. 12-13)Episode 644 (p. 2-19)"
"72",715,"激戦区Cブロック","Gekisen-ku Shī Burokku","The Battleground of Block C",19,2013-07-22,"Episode 645 (p. 2-19)"
"72",716,"首領（ドン）・チンジャオ","Don Chinjao","Don Chin Jao",19,2013-08-05,"Episode 646 (p. 2-19)"
"72",717,"ドレスローザの忘れ物","Doresurōza no Wasuremono","Dressrosa's Forgotten",19,2013-08-12,"Episode 647 (p. 3-19)"
"72",718,"お花畑のリク王軍","Ohanabatake no Riku Ō Gun","Riku Royal Army at the Flower Field",19,2013-08-26,"Episode 648 (p. 2-18)Episode 649 (p. 18-19)"
"72",719,"開けチンジャオ","Hirake Chinjao","Open, Chin Jao",19,2013-09-02,"Episode 649 (p. 2-19)"
"72",720,"囚人剣闘士","Shūjin Kentōshi","Prison-Gladiators",19,2013-09-09,"Episode 650 (p. 2-19)"
"72",721,"レベッカと兵隊さん","Rebekka to Heitai-san","Rebecca and the Soldier",19,2013-09-14,"Episode 651 (p. 2-19)"
"73",722,"王族の血統","Ōzoku no Kettō","Royal Bloodlines",19,2013-09-30,"Episode 652 (p. 2-13)Episode 653 (p. 14-19)"
"73",723,"変更作戦","Henkō Sakusen","Change of Plans",19,2013-10-07,"Episode 653 (p. 2-7)Episode 654 (p. 8-19)"
"73",724,"ローの作戦","Rō no Sakusen","Law's Plan",19,2013-10-12,"Episode 655 (p. 3-19)"
"73",725,"無敗の女","Muhai no Onna","The Undefeated Woman",17,2013-10-21,"Episode 656 (p. 2-13)Episode 657 (p. 14-17)"
"73",726,"リク一族","Riku Ichizoku","The Riku Family",19,2013-11-02,"Episode 648 (p. 15)Episode 657 (p. 12-13)Episode 658 (p. 3-11, 14-19)"
"73",727,"待ち伏せるヒーロー","Machibuseru Hīrō","The Hero's Ambush",19,2013-11-11,"Episode 657 (p. 2)Episode 659 (p. 3-19)"
"73",728,"悲劇の数","Higeki no Kazu","The Number of Tragedies",19,2013-11-18,"Episode 660 (p. 2-19)Episode 661 (p. 19)"
"73",729,"七武海ドフラミンゴVS.七武海ロー","Shichibukai Dofuramingo Bāsasu Shichibukai Rō","Warlord Doflamingo vs. Warlord Law",17,2013-11-25,"Episode 661 (p. 2-17)"
"73",730,"3枚のカード","San-mai no Kādo","Three Cards",19,2013-12-09,"Episode 662 (p. 2-19)"
"73",731,"ドレスローザSOP作戦","Doresurōza Esu-Ō-Pī Sakusen","Operation Dressrosa S.O.P.",19,2013-12-16,"Episode 657 (p. 15)Episode 663 (p. 2-19)"
"74",732,"地下の世界","Chika no Sekai","An Underground World",19,2013-12-21,"Episode 664 (p. 2-19)"
"74",733,"兵隊さんの欲しいもの","Heitai-san no Hoshii Mono","What the Soldier Wants",19,2014-01-04,"Episode 665 (p. 3-19)"
"74",734,"ロンメルのカマイタチ","Ronmeru no Kamaitachi","The Slicing Winds of Rommel",19,2014-01-20,"Episode 666 (p. 2-19)"
"74",735,"藤虎の思惑","Fujitora no Omowaku","Fujitora's Plan",19,2014-01-27,"Episode 667 (p. 2-19)"
"74",736,"最高幹部ディアマンテ","Saikō Kanbu Diamante","Supreme Officer Diamante",19,2014-02-03,"Episode 668 (p. 2-15)Episode 670 (p. 16-17)Episode 669 (p. 18-19)"
"74",737,"幹部塔","Kanbu-tō","Officer's Tower",19,2014-02-10,"Episode 669 (p. 2-3, 12-19)Episode 670 (p. 4-11)"
"74",738,"トレーボル軍 特別幹部シュガー","Torēboru-gun Tokubetsu Kanbu Shugā","Trebol Army, Special Officer Sugar",19,2014-02-24,"Episode 670 (p. 2-3)Episode 671 (p. 4-19)"
"74",739,"隊長","Taichō","Captain",19,2014-03-03,"Episode 671 (p. 8)Episode 672 (p. 2-19)"
"74",740,"頼む!!!","Tanomu!!!","It's in Your Hands!!!",19,2014-03-10,"Episode 672 (p. 2)Episode 673 (p. 3-16, 18)Episode 674 (p. 17-19)"
"74",741,"うそつきウソランド","Usotsuki Usorando","Usoland the Liar",19,2014-03-17,"Episode 674 (p. 3-13)Episode 675 (p. 14-19)"
"74",742,"いつでもキミのそばにいる","Itsudemo Kimi no Soba ni Iru","Ever at Your Side",19,2014-03-31,"Episode 675 (p. 2-8)Episode 676 (p. 8-19)"
"75",743,"激震のドレスローザ","Gekishin no Doresurōza","Dressrosa Trembles",19,2014-04-07,"Episode 677 (p. 2-16)Episode 678 (p. 16-19)"
"75",744,"革命軍参謀総長","Kakumei-gun Sanbō Sōchō","Revolutionary Army Chief of Staff",19,2014-04-14,"Episode 678 (p. 2-11)Episode 679 (p. 12-19)"
"75",745,"鳥カゴ","Torikago","The Birdcage",19,2014-04-28,"Episode 679 (p. 4)Episode 680 (p. 3, 5-19)"
"75",746,"星","Hoshi","Stars",19,2014-05-12,"Episode 681 (p. 2-17)Episode 682 (p. 17-19)"
"75",747,"最高幹部ピーカ","Saikō Kanbu Pīka","Supreme Officer Pica",19,2014-05-19,"Episode 681 (p. 11)Episode 682 (p. 2-7, 11-16)Episode 683 (p. 7-10, 16-19)"
"75",748,"おれの恩返し","Ore no Ongaeshi","Repaying the Debt",17,2014-05-26,"Episode 683 (p. 2-5)Episode 684 (p. 6-17)"
"75",749,"すすめ!! 曲者軍団","Susume!! Kusemono Gundan","Onward, Gallery of Rogues!!",17,2014-06-02,"Episode 685 (p. 2-15)Episode 686 (p. 15-17)"
"75",750,"戦局","Senkyoku","Flashpoints",19,2014-06-23,"Episode 685 (p. 8)Episode 686 (p. 3-14)Episode 687 (p. 15-19)"
"75",751,"サボVS大将藤虎","Sabo Bāsasu Taishō Fujitora","Sabo vs. Admiral Fujitora",17,2014-06-30,"Episode 687 (p. 2-9)Episode 688 (p. 10-17)"
"75",752,"掌","Tenohira","Palm",17,2014-07-07,"Episode 688 (p. 7, 12-15)Episode 689 (p. 2-11, 15-17)Episode 690 (p. 16)"
"76",753,"戦","Ikusa","Battle",17,2014-07-19,"Episode 690 (p. 2-15)Episode 691 (p. 16-17)"
"76",754,"お見知り置きを","Omishirioki o","Making Acquaintance",17,2014-07-28,"Episode 691 (p. 2-11)Episode 692 (p. 12-17)"
"76",755,"男の世界","Otoko no Sekai","A Man's World",17,2014-08-04,"Episode 691 (p. 2)Episode 692 (p. 3-8)Episode 693 (p. 8-17)"
"76",756,"4段目","Yondanme","The Fourth Step",19,2014-08-11,"Episode 693 (p. 3-5)Episode 694 (p. 6-17)Episode 695 (p. 18-19)"
"76",757,"切り札","Kirifuda","Trump Card",17,2014-08-25,"Episode 695 (p. 2-11)Episode 696 (p. 12-17)"
"76",758,"構わず進め","Kamawazu Susume","Just Keep Going",17,2014-09-01,"Episode 694 (p. 6-7)Episode 696 (p. 2-6)Episode 697 (p. 8-17)"
"76",759,"秘策","Hisaku","Secret Plan",17,2014-09-08,"Episode 697 (p. 2)Episode 698 (p. 2-17)"
"76",760,"同じ賭け","Onaji Kake","The Same Bet",13,2014-09-13,"Episode 699 (p. 2-13)"
"76",761,"オペオペの実","Ope Ope no Mi","The Op-Op Fruit",15,2014-09-22,"Episode 700 (p. 2-15)"
"76",762,"白い町","Shiroi Machi","The White Town",17,2014-10-06,"Episode 701 (p. 2-17)"
"76",763,"人間宣言","Ningen Sengen","Declaration of Humanity",17,2014-10-11,"Episode 702 (p. 2-17)"
"77",764,"ホワイトモンスター","Howaito Monsutā","White Monster",19,2014-10-20,"Episode 703 (p. 2-19)Episode 704 (p. 19)"
"77",765,"運命の島ミニオン","Unmei no Shima Minion","Minion, the Isle of Fate",17,2014-10-27,"Episode 704 (p. 2-17)"
"77",766,"スマイル","Sumairu","Smile",17,2014-11-10,"Episode 705 (p. 2-17)"
"77",767,"コラさん","Kora-san","Cora",17,2014-11-17,"Episode 706 (p. 2-17)"
"77",768,"あの日の引鉄","Ano Hi no Hikigane","The Trigger That Day",15,2014-11-22,"Episode 707 (p. 2-15)"
"77",769,"海賊ベラミー","Kaizoku Beramī","Bellamy The Pirate",17,2014-12-01,"Episode 708 (p. 2-11)Episode 709 (p. 11-17)Episode 710 (p. 17)Episode 711 (p. 17)"
"77",770,"エルバフの槍","Erubafu no Yari","The Spear of Elbaph",17,2014-12-15,"Episode 708 (p. 4-9)Episode 709 (p. 9-17)Episode 711 (p. 2-3)"
"77",771,"八宝水軍首領（ドン）・サイ","Happō Suigun Don Sai","Sai, Don of the Happosui Army",19,2014-12-22,"Episode 710 (p. 5-19)Episode 711 (p. 2-4)"
"77",772,"キャベツ&ロメオ","Kyabetsu ando Romeo","Cabbage & Lomeo",17,2015-01-05,"Episode 711 (p. 2-8)Episode 712 (p. 8-17)"
"77",773,"ハーフ&ハーフ","Hāfu ando Hāfu","Half 'n Half",19,2015-01-19,"Episode 712 (p. 2-5)Episode 713 (p. 6-19)"
"77",774,"トンタッタ族戦士長 レオ","Tontatta-zoku Senshi-chō Reo","Leo, Captain of the Tontatta Warriors",15,2015-01-26,"Episode 714 (p. 2-15)"
"77",775,"ルシアンに愛を込めて","Rushian ni Ai o Komete","To Russian With Love",19,2015-02-02,"Episode 715 (p. 3-17)Episode 716 (p. 17-19)"
"78",776,"コロシアムの英雄","Koroshiamu no Eiyū","Hero of the Colosseum",19,2015-02-16,"Episode 716 (p. 2-14)Episode 717 (p. 14-19)"
"78",777,"ゾロVSピーカ","Zoro Bāsasu Pīka","Zolo vs. Pica",19,2015-02-23,"Episode 717 (p. 2-9)Episode 718 (p. 10-19)"
"78",778,"TACTICS No.5","Takutikusu Nanbā Faibu","Tactics No. 5",19,2015-03-02,"Episode 718 (p. 2-4)Episode 719 (p. 5-19)"
"78",779,"最期のケンカ","Saigo no Kenka","His Final Battle",19,2015-03-09,"Episode 714 (p. 12-13)Episode 715 (p. 13)Episode 720 (p. 2-12, 14-19)"
"78",780,"ハートの呪縛","Hāto no Jubaku","The Heart Curse",15,2015-03-23,"Episode 711 (p. 2-3)Episode 721 (p. 2-15)"
"78",781,"本懐","Honkai","Desire",19,2015-03-30,"Episode 722 (p. 2-15)Episode 723 (p. 15-19)"
"78",782,"悪のカリスマ","Aku no Karisuma","Champion of Evil",19,2015-04-06,"Episode 723 (p. 2-10)Episode 724 (p. 10-19)"
"78",783,"邪魔だ","Jama da","In My Way",19,2015-04-13,"Episode 724 (p. 2-6)Episode 725 (p. 6-19)"
"78",784,"ギア4（フォース）","Gia Fōsu","Gear Four",19,2015-04-27,"Episode 726 (p. 2-19)"
"78",785,"足が折れても","Ashi ga Oretemo","On Broken Legs",19,2015-05-11,"Episode 727 (p. 2-15)Episode 728 (p. 16-19)"
